"","chr","start","end","strand","PAnum","tot_tag","coord","refPAnum","ftr","gene_id","biotype","ftr_start","ftr_end","upstream_id","upstream_start","upstream_end","downstream_id","downstream_start","downstream_end","Amp311_R1","Amp311_R2","Amp311_R3","average"
"106542","3",1002105,1002160,"-",10,33,1002109,15,"five_prime_UTR","AT3G03890","protein_coding","1001997","1002595",NA,NA,NA,NA,NA,NA,3.13632409016806,3.05184318612429,4.305230510652,3.49779926231478
"106545","3",1002814,1002870,"-",19,84,1002846,14,"three_prime_UTR","AT3G03900","protein_coding","1002765","1002974",NA,NA,NA,NA,NA,NA,7.52717781640335,7.96870165265786,10.76307627663,8.75298524856374
"106548","3",1008954,1009053,"-",48,1729,1008997,889,"three_prime_UTR","AT3G03920","protein_coding","1008995","1009122",NA,NA,NA,NA,NA,NA,143.016378511664,198.030713410731,143.364176004712,161.470422642369
"106554","3",1014004,1014096,"-",23,205,1014036,56,"three_prime_UTR","AT3G03940","protein_coding","1013929","1014411",NA,NA,NA,NA,NA,NA,23.8360630852773,20.6847149281757,19.373537297934,21.2981051037957
"106570","3",1036758,1036861,"-",17,56,1036798,23,"three_prime_UTR","AT3G04010","protein_coding","1036194","1036878",NA,NA,NA,NA,NA,NA,1.88179445410084,7.46006112163714,3.8747074595868,4.40552101177493
"106591","3",1061418,1061445,"-",14,42,1061445,10,"three_prime_UTR","AT3G04070","protein_coding","1061300","1061572",NA,NA,NA,NA,NA,NA,2.50905927213445,4.74731162286,4.305230510652,3.85386713521548
"106600","3",1067683,1067909,"-",45,196,1067810,34,"three_prime_UTR","AT3G04080","protein_coding","1067558","1068067",NA,NA,NA,NA,NA,NA,20.0724741770756,18.98924649144,22.3871986553904,20.4829731079687
"106601","3",1072061,1072191,"-",50,700,1072080,274,"three_prime_UTR","AT3G04090","protein_coding","1071984","1072339",NA,NA,NA,NA,NA,NA,76.5263078001007,70.3619401245322,70.1752573236276,72.3545017494202
"106620","3",1105865,1106134,"-",63,456,1105969,61,"three_prime_UTR","AT3G04210","protein_coding","1105842","1106242",NA,NA,NA,NA,NA,NA,37.6358890820168,45.2690072608436,55.5374735874108,46.1474566434237
"106635","3",1112976,1113116,"-",49,327,1113051,146,"three_prime_UTR","AT3G04230","protein_coding","1112871","1113168",NA,NA,NA,NA,NA,NA,29.4814464475798,37.97849298288,24.1092908596512,30.5230767633703
"106638","3",1113976,1114029,"-",19,110,1114027,42,"three_prime_UTR","AT3G04240","protein_coding","1113914","1114186",NA,NA,NA,NA,NA,NA,9.40897227050419,11.6987322134764,11.1935993276952,10.7671012705586
"106647","3",1122983,1123133,"-",50,381,1123056,107,"three_prime_UTR","AT3G04260","protein_coding","1122948","1123230",NA,NA,NA,NA,NA,NA,41.3994779902184,39.8435082632893,34.441844085216,38.5616101129079
"106659","3",1133308,1133426,"-",50,560,1133327,201,"three_prime_UTR","AT3G04290","protein_coding","1133320","1133619",NA,NA,NA,NA,NA,NA,64.6082762574621,62.3932384718743,38.3165515448028,55.1060220913797
"106660","3",1133455,1133547,"-",20,70,1133520,30,"three_prime_UTR","AT3G04290","protein_coding","1133320","1133619",NA,NA,NA,NA,NA,NA,14.4270908147731,4.74731162286,8.1799379702388,9.11811346929063
"106666","3",1141273,1141353,"-",23,67,1141340,11,"three_prime_UTR","AT3G04310","protein_coding","1141043","1141580",NA,NA,NA,NA,NA,NA,6.27264818033613,7.12096743429,6.457845765978,6.61715379353471
"106670","3",1146806,1146834,"-",11,76,1146810,35,"three_prime_UTR","AT3G04340","protein_coding","1146568","1146942",NA,NA,NA,NA,NA,NA,5.64538336230251,5.934139528575,13.7767376340864,8.45208684165464
"106677","3",1152555,1152584,"-",5,31,1152555,18,"CDS","AT3G04340","protein_coding","1152347","1153341",NA,NA,NA,NA,NA,NA,4.39085372623529,3.560483717145,1.2915691531956,3.0809688655253
"106680","3",1153716,1153750,"-",13,182,1153732,141,"three_prime_UTR","AT3G04350","protein_coding","1153723","1153971",NA,NA,NA,NA,NA,NA,13.1725611787059,19.4978870224607,19.8040603489992,17.4915028500553
"106691","3",1189611,1189725,"-",21,273,1189643,169,"three_prime_UTR","AT3G04470","protein_coding","1189595","1189840",NA,NA,NA,NA,NA,NA,24.4633279033109,24.4147454889943,38.747074595868,29.2083826627244
"106697","3",1193597,1193747,"-",52,696,1193682,340,"three_prime_UTR","AT3G04480","protein_coding","1193540","1193987",NA,NA,NA,NA,NA,NA,68.9991299836974,71.3792211865736,71.036303425758,70.4715515320097
"106706","3",1211849,1211992,"-",44,279,1211907,55,"three_prime_UTR","AT3G04500","protein_coding","1211762","1212118",NA,NA,NA,NA,NA,NA,26.9723871754453,27.297041831445,32.28922882989,28.8528859455934
"106714","3",1217204,1217303,"-",19,279,1217268,126,"three_prime_UTR","AT3G04520","protein_coding","1217174","1217396",NA,NA,NA,NA,NA,NA,21.9542686311764,32.8920876726729,21.52615255326,25.4575029523698
"106721","3",1227308,1227381,"-",16,40,1227359,12,"intergenic","AT3G04560","protein_coding","1227360","1226923","AT3G04560",1227360,1229763,"AT3G01485",1226673,1226923,3.13632409016806,2.71274949877714,8.1799379702388,4.67633718639467
"106725","3",1235244,1235306,"-",11,29,1235282,14,"three_prime_UTR","AT3G04580","protein_coding","1235209","1235575",NA,NA,NA,NA,NA,NA,6.27264818033613,2.71274949877714,1.2915691531956,3.42565561076962
"106728","3",1238861,1238916,"-",21,95,1238896,33,"three_prime_UTR","AT3G04590","protein_coding","1238853","1239212",NA,NA,NA,NA,NA,NA,10.6635019065714,7.62960796531071,14.2072606851516,10.8334568523446
"106729","3",1238953,1239059,"-",30,127,1238994,25,"three_prime_UTR","AT3G04590","protein_coding","1238853","1239212",NA,NA,NA,NA,NA,NA,13.1725611787059,12.8855601191914,12.915691531956,12.9912709432844
"106741","3",1250567,1250629,"-",10,34,1250623,8,"three_prime_UTR","AT3G04610","protein_coding","1250553","1250761",NA,NA,NA,NA,NA,NA,5.64538336230251,3.05184318612429,3.0136613574564,3.90362930196107
"106752","3",1260842,1260983,"-",28,112,1260892,33,"intergenic","AT3G04640","protein_coding","1260906","1257017","AT3G04640",1260906,1261683,"AT3G04620",1255398,1257017,8.15444263443696,11.6987322134764,12.915691531956,10.9229554599565
"106756","3",1266294,1266459,"-",31,124,1266332,25,"three_prime_UTR","AT3G04670","protein_coding","1266056","1266529",NA,NA,NA,NA,NA,NA,8.15444263443696,14.4114817122536,11.1935993276952,11.2531745581286
"106759","3",1269794,1269920,"-",40,208,1269855,60,"three_prime_UTR","AT3G04680","protein_coding","1269722","1270052",NA,NA,NA,NA,NA,NA,16.9361500869075,25.6015733947093,12.915691531956,18.4844716711909
"106768","3",1285556,1285580,"-",16,123,1285573,29,"three_prime_UTR","AT3G04720","protein_coding","1285425","1285690",NA,NA,NA,NA,NA,NA,9.40897227050419,13.7332943375593,11.6241223787604,11.5887963289413
"106774","3",1288543,1288800,"-",63,226,1288637,17,"three_prime_UTR","AT3G04730","protein_coding","1288155","1288992",NA,NA,NA,NA,NA,NA,21.9542686311764,20.176074397155,30.9976596766944,24.3760009016753
"106789","3",1303561,1303661,"-",33,255,1303587,103,"three_prime_UTR","AT3G04760","protein_coding","1303419","1303883",NA,NA,NA,NA,NA,NA,29.4814464475798,24.7538391763414,26.6924291660424,26.9759049299879
"106791","3",1303829,1303871,"-",9,65,1303829,24,"three_prime_UTR","AT3G04760","protein_coding","1303419","1303883",NA,NA,NA,NA,NA,NA,5.0181185442689,6.95142059061643,6.8883688170432,6.28596931730951
"106796","3",1309298,1309393,"-",33,166,1309341,38,"three_prime_UTR","AT3G04770","protein_coding","1309273","1309543",NA,NA,NA,NA,NA,NA,11.9180315426386,18.3110591167457,16.7903989915428,15.6731632169757
"106799","3",1311223,1311337,"-",52,800,1311283,444,"three_prime_UTR","AT3G04780","protein_coding","1310998","1311446",NA,NA,NA,NA,NA,NA,70.8809244377982,89.3511866159722,68.883688170432,76.3719330747341
"106810","3",1321232,1321266,"-",9,63,1321247,34,"three_prime_UTR","AT3G04820","protein_coding","1321228","1321452",NA,NA,NA,NA,NA,NA,10.6635019065714,3.560483717145,10.76307627663,8.32902063344881
"106815","3",1331932,1332003,"-",9,45,1331946,19,"three_prime_UTR","AT3G04850","protein_coding","1331898","1332268",NA,NA,NA,NA,NA,NA,3.13632409016806,4.40821793551286,6.0273227149128,4.52395491353124
"106827","3",1346253,1346366,"-",24,135,1346298,41,"three_prime_UTR","AT3G04880","protein_coding","1346273","1346430",NA,NA,NA,NA,NA,NA,14.4270908147731,12.5464664318443,16.3598759404776,14.4444777290317
"106837","3",1387166,1387266,"-",33,227,1387216,93,"three_prime_UTR","AT3G05000","protein_coding","1387175","1387443",NA,NA,NA,NA,NA,NA,22.5815334492101,24.7538391763414,19.373537297934,22.2363033078285
"106838","3",1391569,1391777,"-",44,326,1391649,137,"three_prime_UTR","AT3G05020","protein_coding","1391632","1391862",NA,NA,NA,NA,NA,NA,36.3813594459495,32.5529939853257,32.7197518809552,33.8847017707435
"106841","3",1393261,1393338,"-",19,74,1393294,16,"three_prime_UTR","AT3G05030","protein_coding","1393142","1393455",NA,NA,NA,NA,NA,NA,8.78170745247058,6.95142059061643,8.1799379702388,7.97102200444194
"106847","3",1401266,1401354,"-",22,96,1401315,19,"three_prime_UTR","AT3G05040","protein_coding","1401171","1401478",NA,NA,NA,NA,NA,NA,6.27264818033613,9.32507640204643,13.3462145830212,9.64797972180125
"106850","3",1408565,1408627,"-",20,140,1408607,24,"three_prime_UTR","AT3G05050","protein_coding","1408557","1408788",NA,NA,NA,NA,NA,NA,16.9361500869075,14.0723880249064,12.915691531956,14.6414098812567
"106851","3",1408665,1408709,"-",11,57,1408671,19,"three_prime_UTR","AT3G05050","protein_coding","1408557","1408788",NA,NA,NA,NA,NA,NA,4.39085372623529,6.10368637224857,6.0273227149128,5.50728760446555
"106856","3",1412906,1413131,"-",92,1314,1413012,465,"three_prime_UTR","AT3G05060","protein_coding","1412867","1413173",NA,NA,NA,NA,NA,NA,137.370995149361,142.249801842126,110.213901072691,129.944899354726
"106858","3",1413213,1413218,"-",5,81,1413218,74,"CDS","AT3G05060","protein_coding","1413174","1413473",NA,NA,NA,NA,NA,NA,4.39085372623529,12.5464664318443,0,5.64577338602653
"106860","3",1413281,1413289,"-",4,107,1413288,100,"CDS","AT3G05060","protein_coding","1413174","1413473",NA,NA,NA,NA,NA,NA,10.0362370885378,13.3942006502121,5.1662766127824,9.53223811717745
"106863","3",1417839,1417924,"-",16,91,1417908,31,"three_prime_UTR","AT3G05090","protein_coding","1417893","1418248",NA,NA,NA,NA,NA,NA,8.78170745247058,10.3423574640879,6.8883688170432,8.67081124453388
"106864","3",1417954,1418003,"-",9,32,1417959,21,"three_prime_UTR","AT3G05090","protein_coding","1417893","1418248",NA,NA,NA,NA,NA,NA,2.50905927213445,2.54320265510357,5.5967996638476,3.54968719702854
"106865","3",1418252,1418401,"-",38,187,1418260,22,"intron","AT3G05090","protein_coding","1418249","1418564",NA,NA,NA,NA,NA,NA,16.3088852688739,19.8369807098079,18.9430142468688,18.3629600751835
"106891","3",1453113,1453198,"-",23,129,1453125,28,"three_prime_UTR","AT3G05160","protein_coding","1453072","1453266",NA,NA,NA,NA,NA,NA,14.4270908147731,10.1728106204143,19.8040603489992,14.8013205947289
"106916","3",1468489,1468499,"-",8,32,1468496,21,"three_prime_UTR","AT3G05180","protein_coding","1468398","1468598",NA,NA,NA,NA,NA,NA,2.50905927213445,2.71274949877714,5.1662766127824,3.462695127898
"106938","3",1500529,1500620,"-",17,44,1500573,11,"three_prime_UTR","AT3G05270","protein_coding","1500368","1500802",NA,NA,NA,NA,NA,NA,5.0181185442689,4.91685846653357,3.0136613574564,4.31621278941962
"106947","3",1503787,1503805,"-",8,68,1503805,23,"three_prime_UTR","AT3G05280","protein_coding","1503689","1503991",NA,NA,NA,NA,NA,NA,5.0181185442689,6.78187374694286,8.610461021304,6.80348443750525
"106948","3",1503833,1503933,"-",23,171,1503836,74,"three_prime_UTR","AT3G05280","protein_coding","1503689","1503991",NA,NA,NA,NA,NA,NA,9.40897227050419,15.7678564616421,27.1229522171076,17.433260316418
"106950","3",1505406,1505425,"-",9,28,1505420,17,"intron","AT3G05280","protein_coding","1505398","1505494",NA,NA,NA,NA,NA,NA,1.88179445410084,1.69546843673571,6.457845765978,3.34503621893818
"106951","3",1505859,1505951,"-",22,100,1505907,19,"three_prime_UTR","AT3G05290","protein_coding","1505831","1506128",NA,NA,NA,NA,NA,NA,6.27264818033613,9.83371693306714,13.7767376340864,9.96103424916322
"106956","3",1513406,1513449,"-",9,38,1513433,14,"three_prime_UTR","AT3G05320","protein_coding","1513062","1513557",NA,NA,NA,NA,NA,NA,4.39085372623529,3.05184318612429,5.5967996638476,4.34649885873573
"106970","3",1518899,1518974,"-",14,99,1518957,35,"three_prime_UTR","AT3G05330","protein_coding","1518857","1519161",NA,NA,NA,NA,NA,NA,4.39085372623529,12.3769195881707,8.1799379702388,8.31590376154827
"106973","3",1522024,1522160,"-",33,316,1522079,107,"intergenic","AT3G05345","protein_coding","1522449","1521909","AT3G05345",1522449,1523889,"AT3G05330",1518857,1521909,20.6997389951092,30.3488850175693,44.7743973107808,31.9410071078198
"106982","3",1526907,1526973,"-",16,285,1526962,177,"intergenic","AT3G05350","protein_coding","1526963","1526166","AT3G05350",1526963,1533909,"AT3G05340",1523463,1526166,25.0905927213445,21.8715428338907,49.9406739235632,32.3009364929328
"107018","3",1579406,1579464,"-",11,36,1579432,7,"three_prime_UTR","AT3G05470","protein_coding","1579419","1579666",NA,NA,NA,NA,NA,NA,2.50905927213445,3.39093687347143,5.1662766127824,3.68875758612943
"107019","3",1579558,1579651,"-",14,36,1579585,10,"three_prime_UTR","AT3G05470","protein_coding","1579419","1579666",NA,NA,NA,NA,NA,NA,3.76358890820168,4.40821793551286,1.7220922042608,3.29796634932511
"107031","3",1616035,1616146,"-",32,271,1616139,50,"three_prime_UTR","AT3G05570","protein_coding","1616102","1616264",NA,NA,NA,NA,NA,NA,21.3270038131428,26.9579481440979,33.5807979830856,27.2885833134421
"107034","3",1617801,1617914,"-",30,113,1617801,21,"three_prime_UTR","AT3G05580","protein_coding","1617599","1618239",NA,NA,NA,NA,NA,NA,8.78170745247058,10.8509979951086,15.068306787282,11.5670040782871
"107041","3",1623382,1623409,"-",11,140,1623390,91,"three_prime_UTR","AT3G05600","protein_coding","1623244","1623815",NA,NA,NA,NA,NA,NA,11.9180315426386,14.9201222432743,14.2072606851516,13.6818048236882
"107050","3",1640363,1640445,"-",14,37,1640377,9,"three_prime_UTR","AT3G05640","protein_coding","1640350","1640609",NA,NA,NA,NA,NA,NA,4.39085372623529,2.88229634245071,5.5967996638476,4.28998324417787
"107056","3",1645699,1645797,"-",29,190,1645751,40,"three_prime_UTR","AT3G05650","protein_coding","1644882","1645883",NA,NA,NA,NA,NA,NA,19.445209359042,19.8369807098079,18.0819681447384,19.1213860711961
"107073","3",1660591,1660662,"-",15,59,1660610,19,"three_prime_UTR","AT3G05680","protein_coding","1660523","1660801",NA,NA,NA,NA,NA,NA,6.89991299836974,6.10368637224857,5.1662766127824,6.05662532780024
"107080","3",1673064,1673161,"-",14,51,1673094,14,"three_prime_UTR","AT3G05685","protein_coding","1673015","1673339",NA,NA,NA,NA,NA,NA,6.89991299836974,4.40821793551286,6.0273227149128,5.77848454959847
"107082","3",1676506,1676664,"-",30,110,1676558,35,"three_prime_UTR","AT3G05690","protein_coding","1676504","1676921",NA,NA,NA,NA,NA,NA,13.1725611787059,11.0205448387821,10.3325532255648,11.5085530810176
"107085","3",1682088,1682235,"-",37,231,1682129,32,"three_prime_UTR","AT3G05700","protein_coding","1681817","1682755",NA,NA,NA,NA,NA,NA,18.8179445410084,22.0410896775643,30.5671366256292,23.808723614734
"107110","3",1728888,1728890,"-",3,502,1728890,499,"intergenic","AT3G01765","lncRNA","1729672","1725268","AT3G01765",1729672,1730069,"AT3G05790",1719958,1725268,5.0181185442689,33.7398218910407,127.004300064234,55.2540801665146
"107112","3",1730964,1731110,"-",24,168,1730992,47,"three_prime_UTR","AT3G05810","protein_coding","1730966","1731258",NA,NA,NA,NA,NA,NA,15.6816204508403,16.7851375236836,18.9430142468688,17.1365907404642
"107116","3",1743366,1743419,"-",14,52,1743399,8,"intergenic","AT3G05850","protein_coding","1743413","1735765","AT3G05850",1743413,1746785,"AT3G05820",1732988,1735765,3.13632409016806,5.42549899755429,6.457845765978,5.00655628456678
"107120","3",1755462,1755553,"-",26,305,1755550,183,"three_prime_UTR","AT3G05880","protein_coding","1755497","1755756",NA,NA,NA,NA,NA,NA,28.8541816295462,35.9439308587972,20.2345834000644,28.3442319628026
"107121","3",1755582,1755594,"-",8,171,1755592,140,"three_prime_UTR","AT3G05880","protein_coding","1755497","1755756",NA,NA,NA,NA,NA,NA,13.7998259967395,20.6847149281757,11.6241223787604,15.3695544345585
"107125","3",1761157,1761306,"-",55,1002,1761222,484,"three_prime_UTR","AT3G05900","protein_coding","1761205","1761407",NA,NA,NA,NA,NA,NA,90.9533986148738,121.395540070277,60.7037502001932,91.0175629617814
"107136","3",1764250,1764340,"-",31,398,1764337,188,"three_prime_UTR","AT3G05910","protein_coding","1764253","1764508",NA,NA,NA,NA,NA,NA,41.3994779902184,39.3348677322686,43.05230510652,41.2622169430023
"107137","3",1764378,1764429,"-",13,43,1764378,12,"three_prime_UTR","AT3G05910","protein_coding","1764253","1764508",NA,NA,NA,NA,NA,NA,5.0181185442689,5.59504584122786,0.8610461021304,3.82473682920905
"107141","3",1770243,1770335,"-",16,56,1770273,16,"exon","AT3G05932","lncRNA","1770239","1771130",NA,NA,NA,NA,NA,NA,6.89991299836974,6.10368637224857,3.8747074595868,5.62610227673504
"107143","3",1772005,1772111,"-",20,33,1772070,4,"three_prime_UTR","AT3G05935","protein_coding","1771733","1772223",NA,NA,NA,NA,NA,NA,6.89991299836974,2.71274949877714,2.5831383063912,4.06526693451269
"107147","3",1773806,1773904,"-",15,38,1773845,9,"three_prime_UTR","AT3G05936","protein_coding","1773832","1774061",NA,NA,NA,NA,NA,NA,4.39085372623529,4.74731162286,1.2915691531956,3.4765781674303
"107155","3",1777378,1777471,"-",32,154,1777408,21,"three_prime_UTR","AT3G05940","protein_coding","1777213","1777591",NA,NA,NA,NA,NA,NA,16.9361500869075,14.5810285559271,17.6514450936732,16.3895412455026
"107162","3",1786310,1786322,"-",7,69,1786321,45,"three_prime_UTR","AT3G05970","protein_coding","1786279","1786509",NA,NA,NA,NA,NA,NA,5.0181185442689,6.61232690326929,9.4715071234344,7.0339841903242
"107163","3",1786357,1786390,"-",15,227,1786380,121,"three_prime_UTR","AT3G05970","protein_coding","1786279","1786509",NA,NA,NA,NA,NA,NA,15.0543556328067,25.9406670820564,21.52615255326,20.840391756041
"107170","3",1796876,1796913,"-",12,39,1796912,13,"three_prime_UTR","AT3G05990","protein_coding","1796839","1797115",NA,NA,NA,NA,NA,NA,1.88179445410084,1.69546843673571,11.1935993276952,4.92362073951059
"107176","3",1802175,1802246,"-",13,161,1802225,140,"three_prime_UTR","AT3G06010","protein_coding","1802141","1802434",NA,NA,NA,NA,NA,NA,16.3088852688739,18.6501528040929,10.76307627663,15.2407047831989
"107200","3",1823053,1823164,"-",28,180,1823105,61,"three_prime_UTR","AT3G06035","protein_coding","1822904","1823171",NA,NA,NA,NA,NA,NA,13.7998259967395,17.9719654293986,22.3871986553904,18.0529966938428
"107202","3",1824318,1824416,"-",45,749,1824382,334,"three_prime_UTR","AT3G06040","protein_coding","1824317","1824515",NA,NA,NA,NA,NA,NA,76.5263078001007,73.0746896233093,84.3825180087792,77.9945051440631
"107206","3",1826012,1826105,"-",36,572,1826101,317,"three_prime_UTR","AT3G06050","protein_coding","1825999","1826310",NA,NA,NA,NA,NA,NA,52.0629798967898,58.8327547547293,61.1342732512584,57.3433359675925
"107207","3",1826132,1826197,"-",23,286,1826157,98,"three_prime_UTR","AT3G06050","protein_coding","1825999","1826310",NA,NA,NA,NA,NA,NA,30.1087112656134,27.6361355187921,32.28922882989,30.0113585380985
"107211","3",1828017,1828073,"-",18,242,1828029,52,"three_prime_UTR","AT3G06060","protein_coding","1827922","1828295",NA,NA,NA,NA,NA,NA,29.4814464475798,26.9579481440979,15.4988298383472,23.9794081433416
"107213","3",1831103,1831182,"-",25,161,1831167,36,"three_prime_UTR","AT3G06070","protein_coding","1830970","1831304",NA,NA,NA,NA,NA,NA,12.5452963606723,17.6328717420514,15.9293528894124,15.3691736640454
"107220","3",1834692,1834757,"-",24,310,1834695,123,"three_prime_UTR","AT3G06080","protein_coding","1834591","1835461",NA,NA,NA,NA,NA,NA,21.9542686311764,29.3316039555279,43.9133512086504,31.7330745984516
"107239","3",1852793,1852894,"-",18,83,1852892,44,"three_prime_UTR","AT3G06130","protein_coding","1852808","1853047",NA,NA,NA,NA,NA,NA,8.15444263443696,9.32507640204643,6.457845765978,7.97912160082047
"107244","3",1856696,1856763,"-",16,59,1856737,24,"three_prime_UTR","AT3G06140","protein_coding","1856682","1856992",NA,NA,NA,NA,NA,NA,5.64538336230251,5.934139528575,6.457845765978,6.01245621895184
"107248","3",1859878,1860074,"-",54,260,1860042,36,"three_prime_UTR","AT3G06145","protein_coding","1859822","1860117",NA,NA,NA,NA,NA,NA,31.9905057197142,25.2624797073621,25.831383063912,27.6947894969961
"107252","3",1861731,1861946,"-",40,313,1861760,71,"three_prime_UTR","AT3G06150","protein_coding","1861759","1861970",NA,NA,NA,NA,NA,NA,31.9905057197142,35.2657434841029,23.2482447575208,30.1681646537793
"107254","3",1874279,1874332,"-",22,413,1874319,150,"three_prime_UTR","AT3G06190","protein_coding","1874169","1874758",NA,NA,NA,NA,NA,NA,45.7903317164537,47.3035693849264,26.2619061149772,39.7852690721191
"107255","3",1874358,1874451,"-",24,140,1874407,33,"three_prime_UTR","AT3G06190","protein_coding","1874169","1874758",NA,NA,NA,NA,NA,NA,11.9180315426386,16.9546843673571,9.0409840723692,12.6378999941217
"107265","3",1888819,1888983,"-",28,111,1888883,22,"three_prime_UTR","AT3G06250","protein_coding","1888834","1889770",NA,NA,NA,NA,NA,NA,15.0543556328067,11.86827905715,7.3188918681084,11.4138421860217
"107269","3",1899006,1899125,"-",27,285,1899083,61,"three_prime_UTR","AT3G06290","protein_coding","1898877","1899122",NA,NA,NA,NA,NA,NA,25.0905927213445,31.5357129232843,25.4008600128468,27.3423885524919
"107278","3",1912988,1913139,"-",59,426,1913069,52,"three_prime_UTR","AT3G06310","protein_coding","1912968","1913259",NA,NA,NA,NA,NA,NA,46.4175965344873,44.4212730424757,38.747074595868,43.195314724277
"107282","3",1920206,1920339,"-",26,102,1920273,35,"three_prime_UTR","AT3G06340","protein_coding","1920137","1920606",NA,NA,NA,NA,NA,NA,10.0362370885378,8.81643587102572,14.6377837362168,11.1634855652601
"107289","3",1924337,1924402,"-",20,150,1924345,101,"three_prime_UTR","AT3G06350","protein_coding","1924270","1924535",NA,NA,NA,NA,NA,NA,11.290766724605,13.7332943375593,21.9566756043252,15.6602455554965
"107297","3",1947227,1947247,"-",8,36,1947238,12,"three_prime_UTR","AT3G06410","protein_coding","1947012","1947470",NA,NA,NA,NA,NA,NA,4.39085372623529,4.06912424816572,2.152615255326,3.53753107657567
"107312","3",1954980,1955014,"-",6,40,1954994,28,"three_prime_UTR","AT3G06420","protein_coding","1954990","1955218",NA,NA,NA,NA,NA,NA,7.52717781640335,3.39093687347143,3.4441844085216,4.78743303279879
"107315","3",1956401,1956570,"-",38,182,1956492,53,"three_prime_UTR","AT3G06430","protein_coding","1956409","1956657",NA,NA,NA,NA,NA,NA,21.3270038131428,18.98924649144,15.4988298383472,18.60502671431
"107326","3",1972778,1972859,"-",15,46,1972842,13,"three_prime_UTR","AT3G06440","protein_coding","1972622","1972912",NA,NA,NA,NA,NA,NA,6.27264818033613,4.57776477918643,3.8747074595868,4.90837347303645
"107327","3",1972889,1972927,"-",8,29,1972917,15,"CDS","AT3G06440","protein_coding","1972913","1973119",NA,NA,NA,NA,NA,NA,3.13632409016806,2.20410896775643,4.7357535617172,3.3587288732139
"107331","3",1975926,1976009,"-",14,116,1975958,28,"three_prime_UTR","AT3G06450","protein_coding","1975915","1976084",NA,NA,NA,NA,NA,NA,6.27264818033613,14.9201222432743,7.7494149191736,9.64739511426134
"107337","3",1985407,1985508,"-",22,150,1985473,30,"three_prime_UTR","AT3G06480","protein_coding","1985338","1986709",NA,NA,NA,NA,NA,NA,14.4270908147731,16.4460438363364,12.915691531956,14.5962753943552
"107340","3",1990391,1990595,"-",71,443,1990566,34,"three_prime_UTR","AT3G06483","protein_coding","1990349","1990726",NA,NA,NA,NA,NA,NA,43.9085372623529,40.35214879431,58.120611893802,47.460432650155
"107347","3",2003463,2003490,"-",20,67,2003476,10,"intergenic","AT3G01855","lncRNA","2008427","1992864","AT3G01855",2008427,2008793,"AT3G06483",1990349,1992864,6.89991299836974,3.73003056081857,14.6377837362168,8.42257576513504
"107357","3",2034986,2035024,"-",15,133,2035005,59,"three_prime_UTR","AT3G06540","protein_coding","2034913","2035200",NA,NA,NA,NA,NA,NA,11.290766724605,16.61559068001,7.3188918681084,11.7417497575745
"107358","3",2035063,2035112,"-",13,42,2035067,13,"three_prime_UTR","AT3G06540","protein_coding","2034913","2035200",NA,NA,NA,NA,NA,NA,1.88179445410084,4.91685846653357,4.305230510652,3.70129447709547
"107361","3",2039042,2039156,"-",37,479,2039094,227,"three_prime_UTR","AT3G06550","protein_coding","2038978","2039316",NA,NA,NA,NA,NA,NA,57.0810984410587,43.2344451367607,57.2595657916716,52.525036456497
"107370","3",2047263,2047328,"-",17,99,2047303,25,"three_prime_UTR","AT3G06570","protein_coding","2047219","2047368",NA,NA,NA,NA,NA,NA,6.27264818033613,11.5291853698029,9.0409840723692,8.9476058741694
"107372","3",2048888,2048996,"-",23,118,2048910,34,"three_prime_UTR","AT3G06580","protein_coding","2048900","2049140",NA,NA,NA,NA,NA,NA,6.89991299836974,11.0205448387821,18.0819681447384,12.0008086606301
"107384","3",2054415,2054505,"-",26,167,2054503,46,"three_prime_UTR","AT3G06590","protein_coding","2053079","2054646",NA,NA,NA,NA,NA,NA,20.6997389951092,16.2764969926629,16.3598759404776,17.7787039760832
"107392","3",2062199,2062328,"-",32,176,2062284,24,"three_prime_UTR","AT3G06620","protein_coding","2062131","2062832",NA,NA,NA,NA,NA,NA,14.4270908147731,21.5324491465436,11.1935993276952,15.7177130963373
"107403","3",2079031,2079165,"-",34,676,2079094,362,"three_prime_UTR","AT3G06650","protein_coding","2079033","2079246",NA,NA,NA,NA,NA,NA,76.5263078001007,58.6632079110557,89.5487946215616,74.912770110906
"107413","3",2095090,2095170,"-",23,251,2095107,78,"three_prime_UTR","AT3G66658","protein_coding","2094998","2095340",NA,NA,NA,NA,NA,NA,23.2087982672437,30.85752554859,13.7767376340864,22.61435381664
"107418","3",2105394,2105496,"-",26,101,2105401,22,"three_prime_UTR","AT3G06670","protein_coding","2105399","2105907",NA,NA,NA,NA,NA,NA,12.5452963606723,9.49462324572,10.76307627663,10.9343319610074
"107419","3",2105561,2105623,"-",22,229,2105584,85,"three_prime_UTR","AT3G06670","protein_coding","2105399","2105907",NA,NA,NA,NA,NA,NA,13.7998259967395,20.3456212408286,37.4555054426724,23.8669842267468
"107427","3",2114112,2114346,"-",114,2668,2114271,652,"three_prime_UTR","AT3G06680","protein_coding","2114151","2114401",NA,NA,NA,NA,NA,NA,269.09660693642,277.548183093636,259.174876741251,268.606555590436
"107434","3",2117320,2117505,"-",94,6791,2117357,1788,"three_prime_UTR","AT3G06700","protein_coding","2117127","2117518",NA,NA,NA,NA,NA,NA,769.026666909209,674.796437820814,682.379035938342,708.734046889455
